#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
8c553715b8278edd4ce7be1b2b47ac3e	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Rathayibacter	 
9e44e6c7634ccedc6ad83c800fe13bde	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
1b99eca184d2688f93da2d0eaa1e9750	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 	 
a784b065952a121f2905ceafc000a984	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylovirgula	 ligni
ecec183a72f360e5d7c6bb343bdd74e1	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	
8f388eb2b2527e24911b2880974cb210	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Mesorhizobium	 
8a1ca82033483832e0b9074ffbbf5eca	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae		
830dac747887b8f84b1ed59881f9ad48	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Thiomonas	 cuprina
a3f9615d74bab47dfa56a025c05a7b96	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 mitochondria		
dd827da5414f189f930de416fb0e79b7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
70e9b1fe990f82e643635cb4861e3ae3	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 
699eacb40b10374ecc7d0385fd3e3c2d	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herbaspirillum	 
b0247f6fd580ff75b7d8cb618b5b12ef	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
6d3a52628a94f6b1cba60fb0234ec8c2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
c051063673f047d52ddaeb319a3f8b21	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 
6edf2b7311af2ec41c8a92e1bde755b7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae		
a5d0625cce1ee1ee1a8c492bfe56518c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinospicaceae	 	 
fa1a08129100ee820bd5a9cbce408360	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
96a3b7dd764acf58adc8827a9fc1a13c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Amycolatopsis	 thermoflava
e608aac2f284fdc01f1bebbe8ce5c064	Bacteria	 Proteobacteria	 Betaproteobacteria				
b58c33e26bddcebeb0d7ff73f0b4bbd7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
82c80950f6b57e924d224f30d78449da	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
e23c424e2b4316e8acc56da93af27729	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Reyranella	 massiliensis
ec5c37a3a30dd39a7a8382b4bbbc69d5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinospicaceae	 	 
91c2fabab8c3cbefee97fbb8f9fdfc8b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
55c079c7c7148bb7005240ff075e0a85	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 
eaddf964548cbef339c29d7140e844c3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
b65ea19c28069f4016fbe4a59582b71c	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 glathei
0235209e53e1c918713b5179c9fc6325	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Patulibacteraceae	 	 
0259e32fa65f0304e365c9c6d2fa81e6	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
2613542be210e163f03bf8393405f6aa	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Methylibium	 
b16e5bd4c9377435a3cf052968046d3f	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 	 	 
0aa2a9140d610e6c1210eeff9860994d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
acde4ea4004cf0d5ac439f5b0748abf6	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
502cc266468e96df67aff364e01b0b8d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
73561b0950700ab12013eb5d1ec4e994	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales			
d5afd6349e9b93b2001a15037ced73f6	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae		
2b864fcb5b7f353f0a2194cf6c1d417e	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes				
b94cd0b7fb792b9b35fe1c97fa11df56	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 amylolyticus
77701f05a1f97001f1bddf2391dd1c66	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
9e62c01c0942092ff827b1b278a75f6d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae	 Streptomyces	
dfe5ce1441db749735023e00c7a38a00	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
f44e2b2387c83d8f6a286d57a9bc8993	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Enterobacter	
49cdcfbda780b5f3d89147e697ea6ee3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
63595b60ab250dbd656afe3d3d440c69	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
7d907e27ea4562218eb438167712e09c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Panacagrimonas	 perspica
6943d1c8bc269baf5507802066299997	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 	 
a6dae0ea1b001760e9ff2aaf9b233158	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae		
f08f96145bf3b0dc6fd55b03c2cc953d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
eb81d6b2facba7dc7c6b38e6d83800d6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
4e681cbf9a280ec018cd34ce8ea1e619	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 	 
4b745eb81a9ce294f7cb4fa433334591	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
33bdf45a89125abd3770fd52e78b1611	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
68670e85499ff444d9cc704ee9f831ab	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 	 
f75941afdd3dfb1bed0bf193c41bb3d6	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 
8e7dac4fc1a01eb896902f61aa4675d4	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
276205067419e6ad6027eeab1c0358a3	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
6204923d8f2af3257f9d79df26e517f4	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Amycolatopsis	 
49b2018e6d619023558dc81ea1267f35	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
8564e7bc2a03b4bb61ab0a0fadcd9afb	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Curtobacterium	 
fde96068d0b328e37b1e5594bd532cc4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	
e2df26c03c0638a1af8a188baac28c9c	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
f9bfad9a693b47358388d4e61c434b24	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 	 
fe82e4aba6a8ad8985c99a230841472f	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rubrivivax	 gelatinosus
ad7bd4a7dcd6ec1270b6bafe3239ed75	Bacteria	 Proteobacteria	 Gammaproteobacteria				
f1bb37b6d19cd4f25092ac240eb7247c	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae		
2a59c1d0245158a58fa97943fdd660bd	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae		
d544e9199a426d34386ed290b69433d7	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
eee9c1899aa6b6531ff00bc2c2fc7744	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
ed9c2239f4910db0a60dd8e9301062ca	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
0c83659507d0df43dec13866e3197834	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Afipia	 
2be004d77e4a3e16a52be774c7d8512e	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 	 
f58f12b7cdf0ed5cf6861fbf4edf2f36	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Ralstonia	 
1b98c02e97ace7fa5da834c69aed52de	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
33d2e8da3e235faa30b922cba99f22e5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	
dd09d53392272d4d03c82ade09d86060	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales			
e0a674daad5ae77f2abc164e42a1173f	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
956126e26a123c4119274c986619135c	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
cf0067dc368995ead3be4504d5a9f4d8	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 [Weeksellaceae]	 Chryseobacterium	 
03025d9f461c896aa237c87a45872118	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae		
47983d62da7749b89c949fabbbb54774	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 
91a9e26bcdf865524f5f530b8197c1e5	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
ab8a4c5c77a9a8e4306954968726ae37	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
4831a363651047dd2c369ec4ea47d4b6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 
9a762faf437ae87771e036fea273dfde	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
bb64eb187ad4761322d5d6036034aad7	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae		
ecb3096d8c5bbd4ece0bb8237256d7f2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
9a7585621bcf587d7f44f7a667d41254	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Kaistobacter	 
0b66263b7ebbfe2e7544678a5d367c49	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	
47c0b24f3a48d7f28da43703399efccc	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Geodermatophilaceae		
ddb474a89ede968f979fd28dc82455c6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
2338a0dd49a668ab3586510e76d5b31d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
c71f1db894bdf3e6a237247ad057d88b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 	 
9108311ead107143d85f115364785034	Bacteria	 Actinobacteria	 Thermoleophilia				
209004c8db6ee3a76965c15e447f992b	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Geodermatophilaceae		
001342bad0d345f7b495ac8488ad9497	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
e5b5bb6db8c354cbbe4dacf1f7bbf141	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
1385f259e5c5183eb4c2e023fbab1751	Bacteria	 Chloroflexi	 Ktedonobacteria	 JG30-KF-AS9	 	 	 
e5fdaa5af1a0a3a2ae1d3b2c2b2a9b75	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
e4ee02a5c09078e5d5e3d260106a6331	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	 
947a600ecd4ebfc85d7e533b7ca064d1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
92224881c31bd33ece7e148d535165cc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
9816df2e50e223da234fa1bf9e821318	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
6ef79173bf40130a54687bcf64b7f42e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
7839f83eeb059435a46dbce9f08447a9	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 
be18fe160d9a1782da9147888245edae	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	 biprosthecium
af8220742f0428b9535c77f0c6cf475d	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae	 Streptomyces	
66b762b0913b5d16bd10d102e42f2bbd	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 	 
7cb776c9005bffd52d4e222fa1b2d064	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae		
207e7ba83ce80f56a77dffc8d21d53fb	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Pandoraea	 
74b61b3132363cd2bb08e6a3945fd9cc	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Telluria	 mixta
6a602f7c159c8d0bb74a608932f58539	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
d5a97f89689286ae2e98fc103a7b21e0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Agrobacterium	 
e28f16658c21d1049c3eb5abe6091426	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
ba66fff17d2aa8c67a344bf6d855c3af	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae		
4915d46c2194e35c93a1d2eb40abc1ea	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
4ef4d694a744e2e232f7dcadfb81c67c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
385add0b14c231218988f7a9ad27039a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
debdd224c21ed9a11bc2d64240c7450d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidisoma	 
6a3c10258dd398497b838b71b62a8cec	Bacteria	 Chloroflexi	 Ktedonobacteria				
6f1d6cb04362155b6af657a3b0b6091d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
fb4d16f177a1a3a9e6dc2550d94f86f0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 succinicans
34180b8e45e1d2c6a0804d092a4aaad7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
5b1b763010a74a954b898fd791a4da2b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Ellin329	 	 	 
43dc9d318c99b40174189ddf3fddd5b6	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 	 
efb2241de7f1f8d36d2251015dc3b9f8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
e4a677c973e6760d499cf09a12821a7d	Bacteria	 Bacteroidetes	 [Saprospirae]	 [Saprospirales]	 Chitinophagaceae	 Ferruginibacter	 alkalilentus
59203c4c176a3b46a79c835bebea4e6d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
5cbf48b9af9ffb10ca52fc9f15682dd9	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Koribacteraceae	 Candidatus Koribacter	 
046c98d2edd72aa41f34a0c7acb0f254	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Acidopila	 rosea
bfe98fb713b1f43fb8db32715199e1e7	Bacteria	 WS3	 PRR-12	 LD1-PA13	 	 	 
437fee2cf29e33a266591d686c87f3ea	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Streptomycetaceae	 Streptacidiphilus	
d37aaec36471eb2af0c79cda392ac16d	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Sporolactobacillaceae	 Pullulanibacillus	 
3dafe042de23d8c5349177249e2e5522	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
77f284d01dd8193f55ec821ebf5fa2d5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
6d999c7aeb45e62557c5bf855d1f0bf8	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Rhodanobacter	
a55c84c6e7cfe29efbfd42df9fdecf56	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 
ec12eb5816aa9dd72d179dd9adef711d	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
aec861b82cddfc41f0f731cf78d91374	Bacteria	 Chloroflexi	 TK10	 AKYG885	 Dolo_23	 	 
b254b7d851e2f06c0534d3c8d95dcc51	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae		
115dd994aa8a8c9a3bedee2e41fb2684	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 	 
2e0e3a7833a5143e172ce2f62ce61229	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
5a6ec37111f57c8c581bff48e61a3511	Bacteria	 Chloroflexi	 TK10	 B07_WMSP1	 	 	 
d2bd2fec8bcaae715a590a0c7433b633	Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae		
60cdcee6fdb3f3e7b1ba0008d2a99636	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodoplanes	 
14ed807e8785f54e54287f8b24331ec2	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
2024f4fdacc4c1baf84618d0844c46b4	Bacteria	 Proteobacteria	 Alphaproteobacteria				
8ff88e1dd099c3d0f2eaf5469587fe00	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
042418a87b9e33be3f012cb447dd7550	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Amycolatopsis	 
126521bb7b72dff2888c2fec18675fc0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	 
72a253dca68104d2c34a855faeb43bce	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
9a88623e283cb9609c10230a49a7f8a0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 
68ea2dfd8f5d13dbdfbe557dda0c01a9	Bacteria	 Chloroflexi	 TK10	 AKYG885	 Dolo_23	 	 
7ce524accf1cb25ea6f1dd07abce7288	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Frankiaceae	 Frankia	 
f24165c6b3ee7306f20aa2322d6f24ee	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae		
8e7b94ae5abc1faacbf968b0668e32f3	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 [Weeksellaceae]		
10cd721d4ff7dc064930c1264a97121d	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
7fc73ea2394ea83e92dc36d1f82ff599	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
2d76674d0b5646cc1607354ed53d2fc5	Bacteria	 Actinobacteria	 Thermoleophilia	 Gaiellales	 Gaiellaceae	 	 
3472f9d1caca8b7db2dc8b655db6a03c	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae		
b759816ad2609f91defa798f3f1529e5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae		
30cc262d366a0de4a4f3a4eec61c4809	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
b89f5f4a77206a99ca91a86ead7d12f4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
f50d19b5ed12ec7da2bf81aee474261c	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 EB1017	 	 
a2ed3e24e34a458a2b71b05067bac412	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
6ab13baa01ad17bfca60bdd9806e6bae	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae		
e7f0ac4c3258694794982968059373bd	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
1d9fa96fa9712c84255bff800da9bae8	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 	 	 
9fe97da9a60bd75e525a18d7363e763e	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Salinispora	 
031d9bf65a31605b624a49fd9d3419bf	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylocystaceae	 	 
4f50ef3c5f4bdd097473a9aefb7d51ac	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	
a5ca497841cb9f7432fddfe0add62ea2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	 
d98cfb735da357a3bce2b2952a548fb7	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Sporosarcina	 
cbb1ecbb79b7ef49fdcd4cf70b8ab2a4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae		
b6b75dcd9aadb0370c897cee9dcc7416	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
52b7f3b495fce19430e3a1d3ddd09251	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
e5f3cfd9573ec4a4a0d566aa828eb638	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
1df4928acc99ef23163d875751cb4887	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 	 	 
9b034ef109a24ef05da02a920dca9fb8	Bacteria	 Actinobacteria	 Thermoleophilia	 Solirubrobacterales	 Conexibacteraceae	 	 
e29453ee60757f97d5887503124d9070	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 	 
08c1c491a64267674031ed8dffd06092	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
fb17d8be0c40b49f3d329c915299d9e7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
ba46d2703c3afe10cebdafc7167512e1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 
9574dd63cd7735440d8b2a6b3f3c0e87	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Azorhizobium	 
1c20afe57d9e27d427cf48d45356bfcf	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 tuberum
89d05fdca0fb449a91fe516fb8ed32b1	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Thermomonosporaceae		
34e66e5f2e210cb8344ec167adcba54e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 	 
3cd89051a94dc7b12e70adae63f940eb	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae		
1caac9494613674549bd640cb528c582	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
924c454321a4692fa00802b4829ff6ed	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidocella	 
a68f62e3545f21c2f1003c414c345ded	Bacteria	 Acidobacteria	 DA052	 Ellin6513	 	 	 
