#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
045124c5aafa94073d87209c91e10d1a	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__	s__
315162aa43c5008f3f9cc77364c16e69	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
a9cea7cab8efdf68f191c1691179634d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
43ecef18039857cc1a74a088f30c8808	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
cec36ec1e901884a5a7be3eb0d5dc19f	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__tuberum
6b7202ad7358eaa11e4b3347f4f7cc8c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylovirgula	s__ligni
75f7ae09ed86e03312e29e95e9ac7328	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
e37bb1e59d3fd25bda32388fca0b7279	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	s__
e32c6c80d1d79bcde664ca3c9220d1f3	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__bryophila
2c1b0ef508f17b5196afcf52f3df7d0e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	NA	NA
f48b28dfb8ad383ba41947636b15ec11	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
09b9ad7c41537febdd68993a99c7f2bd	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	NA	NA
5abaec878c06c4c2aefe950193e8dba5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	s__
fc6cafbdb073c3a90d83053b59d9ad61	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Bordetella	NA
0ab2a2e599b9c8dd94ab4bfeb86f3855	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter	NA
ee9d42d6f8866961ccdb74b4f4e5b728	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
4c4d4fd963d0caf9c0b307b878f64b18	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	NA	NA
ada977e521a241efeb95533a54238856	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
5f71a3e25090fd505d181cba6b2ecd76	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
4312fc9719e0357f4fa7abce660717f9	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
ddc199a82e38e94d32fdd49b83c5d56d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
8c553715b8278edd4ce7be1b2b47ac3e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Rathayibacter	s__
9e44e6c7634ccedc6ad83c800fe13bde	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
1b99eca184d2688f93da2d0eaa1e9750	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__	s__
a784b065952a121f2905ceafc000a984	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylovirgula	s__ligni
ecec183a72f360e5d7c6bb343bdd74e1	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	NA
8f388eb2b2527e24911b2880974cb210	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__
8a1ca82033483832e0b9074ffbbf5eca	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	NA	NA
830dac747887b8f84b1ed59881f9ad48	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Thiomonas	s__cuprina
a3f9615d74bab47dfa56a025c05a7b96	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	NA	NA
dd827da5414f189f930de416fb0e79b7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
70e9b1fe990f82e643635cb4861e3ae3	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__CandidatusSolibacter	s__
699eacb40b10374ecc7d0385fd3e3c2d	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	s__
b0247f6fd580ff75b7d8cb618b5b12ef	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
6d3a52628a94f6b1cba60fb0234ec8c2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
c051063673f047d52ddaeb319a3f8b21	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__
6edf2b7311af2ec41c8a92e1bde755b7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	NA	NA
a5d0625cce1ee1ee1a8c492bfe56518c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinospicaceae	g__	s__
fa1a08129100ee820bd5a9cbce408360	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
96a3b7dd764acf58adc8827a9fc1a13c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Amycolatopsis	s__thermoflava
e608aac2f284fdc01f1bebbe8ce5c064	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	NA	NA	NA	NA
b58c33e26bddcebeb0d7ff73f0b4bbd7	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
82c80950f6b57e924d224f30d78449da	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
e23c424e2b4316e8acc56da93af27729	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Reyranella	s__massiliensis
ec5c37a3a30dd39a7a8382b4bbbc69d5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinospicaceae	g__	s__
91c2fabab8c3cbefee97fbb8f9fdfc8b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
55c079c7c7148bb7005240ff075e0a85	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
eaddf964548cbef339c29d7140e844c3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
b65ea19c28069f4016fbe4a59582b71c	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__glathei
0235209e53e1c918713b5179c9fc6325	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__	s__
0259e32fa65f0304e365c9c6d2fa81e6	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
2613542be210e163f03bf8393405f6aa	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Methylibium	s__
b16e5bd4c9377435a3cf052968046d3f	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__	g__	s__
0aa2a9140d610e6c1210eeff9860994d	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
acde4ea4004cf0d5ac439f5b0748abf6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
502cc266468e96df67aff364e01b0b8d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
73561b0950700ab12013eb5d1ec4e994	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	NA	NA	NA
d5afd6349e9b93b2001a15037ced73f6	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	NA	NA
2b864fcb5b7f353f0a2194cf6c1d417e	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
b94cd0b7fb792b9b35fe1c97fa11df56	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__amylolyticus
77701f05a1f97001f1bddf2391dd1c66	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	NA
9e62c01c0942092ff827b1b278a75f6d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	NA
dfe5ce1441db749735023e00c7a38a00	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
f44e2b2387c83d8f6a286d57a9bc8993	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Enterobacter	NA
49cdcfbda780b5f3d89147e697ea6ee3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
63595b60ab250dbd656afe3d3d440c69	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
7d907e27ea4562218eb438167712e09c	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Panacagrimonas	s__perspica
6943d1c8bc269baf5507802066299997	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	g__	s__
a6dae0ea1b001760e9ff2aaf9b233158	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	NA	NA
f08f96145bf3b0dc6fd55b03c2cc953d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
eb81d6b2facba7dc7c6b38e6d83800d6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
4e681cbf9a280ec018cd34ce8ea1e619	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__	s__
4b745eb81a9ce294f7cb4fa433334591	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA
33bdf45a89125abd3770fd52e78b1611	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
68670e85499ff444d9cc704ee9f831ab	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__	s__
f75941afdd3dfb1bed0bf193c41bb3d6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__
8e7dac4fc1a01eb896902f61aa4675d4	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
276205067419e6ad6027eeab1c0358a3	k__Bacteria	p__Chloroflexi	c__TK10	o__B07_WMSP1	f__	g__	s__
6204923d8f2af3257f9d79df26e517f4	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Amycolatopsis	s__
49b2018e6d619023558dc81ea1267f35	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
8564e7bc2a03b4bb61ab0a0fadcd9afb	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Curtobacterium	s__
fde96068d0b328e37b1e5594bd532cc4	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia	NA
e2df26c03c0638a1af8a188baac28c9c	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA
f9bfad9a693b47358388d4e61c434b24	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
fe82e4aba6a8ad8985c99a230841472f	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rubrivivax	s__gelatinosus
ad7bd4a7dcd6ec1270b6bafe3239ed75	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA
f1bb37b6d19cd4f25092ac240eb7247c	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	NA	NA
2a59c1d0245158a58fa97943fdd660bd	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	NA	NA
d544e9199a426d34386ed290b69433d7	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__	s__
eee9c1899aa6b6531ff00bc2c2fc7744	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	NA
ed9c2239f4910db0a60dd8e9301062ca	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
0c83659507d0df43dec13866e3197834	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Afipia	s__
2be004d77e4a3e16a52be774c7d8512e	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__	s__
f58f12b7cdf0ed5cf6861fbf4edf2f36	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Ralstonia	s__
1b98c02e97ace7fa5da834c69aed52de	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
33d2e8da3e235faa30b922cba99f22e5	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	NA
dd09d53392272d4d03c82ade09d86060	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	NA	NA	NA
e0a674daad5ae77f2abc164e42a1173f	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
956126e26a123c4119274c986619135c	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
cf0067dc368995ead3be4504d5a9f4d8	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Chryseobacterium	s__
03025d9f461c896aa237c87a45872118	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	NA	NA
47983d62da7749b89c949fabbbb54774	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__
91a9e26bcdf865524f5f530b8197c1e5	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
ab8a4c5c77a9a8e4306954968726ae37	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
4831a363651047dd2c369ec4ea47d4b6	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__Steroidobacter	s__
9a762faf437ae87771e036fea273dfde	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
bb64eb187ad4761322d5d6036034aad7	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	NA	NA
ecb3096d8c5bbd4ece0bb8237256d7f2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__	s__
9a7585621bcf587d7f44f7a667d41254	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	s__
0b66263b7ebbfe2e7544678a5d367c49	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	NA
47c0b24f3a48d7f28da43703399efccc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	NA	NA
ddb474a89ede968f979fd28dc82455c6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
2338a0dd49a668ab3586510e76d5b31d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
c71f1db894bdf3e6a237247ad057d88b	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__
9108311ead107143d85f115364785034	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	NA	NA	NA	NA
209004c8db6ee3a76965c15e447f992b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	NA	NA
001342bad0d345f7b495ac8488ad9497	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
e5b5bb6db8c354cbbe4dacf1f7bbf141	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	NA	NA
1385f259e5c5183eb4c2e023fbab1751	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__JG30-KF-AS9	f__	g__	s__
e5fdaa5af1a0a3a2ae1d3b2c2b2a9b75	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__	g__	s__
e4ee02a5c09078e5d5e3d260106a6331	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Devosia	s__
947a600ecd4ebfc85d7e533b7ca064d1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
92224881c31bd33ece7e148d535165cc	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
9816df2e50e223da234fa1bf9e821318	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
6ef79173bf40130a54687bcf64b7f42e	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
7839f83eeb059435a46dbce9f08447a9	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	s__
be18fe160d9a1782da9147888245edae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__biprosthecium
af8220742f0428b9535c77f0c6cf475d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptomyces	NA
66b762b0913b5d16bd10d102e42f2bbd	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__	s__
7cb776c9005bffd52d4e222fa1b2d064	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	NA	NA
207e7ba83ce80f56a77dffc8d21d53fb	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__
74b61b3132363cd2bb08e6a3945fd9cc	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Telluria	s__mixta
6a602f7c159c8d0bb74a608932f58539	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
d5a97f89689286ae2e98fc103a7b21e0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__
e28f16658c21d1049c3eb5abe6091426	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
ba66fff17d2aa8c67a344bf6d855c3af	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	NA	NA
4915d46c2194e35c93a1d2eb40abc1ea	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
4ef4d694a744e2e232f7dcadfb81c67c	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
385add0b14c231218988f7a9ad27039a	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
debdd224c21ed9a11bc2d64240c7450d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidisoma	s__
6a3c10258dd398497b838b71b62a8cec	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	NA	NA	NA	NA
6f1d6cb04362155b6af657a3b0b6091d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
fb4d16f177a1a3a9e6dc2550d94f86f0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans
34180b8e45e1d2c6a0804d092a4aaad7	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	g__	s__
5b1b763010a74a954b898fd791a4da2b	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ellin329	f__	g__	s__
43dc9d318c99b40174189ddf3fddd5b6	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__	s__
efb2241de7f1f8d36d2251015dc3b9f8	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	NA	NA
e4a677c973e6760d499cf09a12821a7d	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__Ferruginibacter	s__alkalilentus
59203c4c176a3b46a79c835bebea4e6d	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
5cbf48b9af9ffb10ca52fc9f15682dd9	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__CandidatusKoribacter	s__
046c98d2edd72aa41f34a0c7acb0f254	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidopila	s__rosea
bfe98fb713b1f43fb8db32715199e1e7	k__Bacteria	p__WS3	c__PRR-12	o__LD1-PA13	f__	g__	s__
437fee2cf29e33a266591d686c87f3ea	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptomycetaceae	g__Streptacidiphilus	NA
d37aaec36471eb2af0c79cda392ac16d	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Pullulanibacillus	s__
3dafe042de23d8c5349177249e2e5522	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	NA	NA
77f284d01dd8193f55ec821ebf5fa2d5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	NA	NA	NA
6d999c7aeb45e62557c5bf855d1f0bf8	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Rhodanobacter	NA
a55c84c6e7cfe29efbfd42df9fdecf56	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
ec12eb5816aa9dd72d179dd9adef711d	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	NA	NA
aec861b82cddfc41f0f731cf78d91374	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__Dolo_23	g__	s__
b254b7d851e2f06c0534d3c8d95dcc51	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	NA	NA
115dd994aa8a8c9a3bedee2e41fb2684	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__	s__
2e0e3a7833a5143e172ce2f62ce61229	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__
5a6ec37111f57c8c581bff48e61a3511	k__Bacteria	p__Chloroflexi	c__TK10	o__B07_WMSP1	f__	g__	s__
d2bd2fec8bcaae715a590a0c7433b633	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	NA	NA
60cdcee6fdb3f3e7b1ba0008d2a99636	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	s__
14ed807e8785f54e54287f8b24331ec2	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__
2024f4fdacc4c1baf84618d0844c46b4	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	NA	NA	NA	NA
8ff88e1dd099c3d0f2eaf5469587fe00	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	NA	NA
